ticker,company_name,company_name_jp,sector,industry,country,website,business_summary,employees,market_cap,currency,exchange,current_price,previous_close,method,datadate
9972,"Altech Co., Ltd.",ALTECH CO LTD,Industrials,Specialty Industrial Machinery,Japan,https://www.altech.co.jp,"Altech Co., Ltd., a trading company, provides machines and equipment in Japan and internationally. The company offers printing machines and film laminators; converting equipment for producing various types of plastic and laminate tubes; synthetic resin and rubber processing equipment; and food, medicines, medical care, cosmetics, and water treatment equipment. It also provides various systems and solutions, such as ultrasonic sprays, photonic sintering system, and other solutions for thin film deposition, coating, curing, sintering, inspection, and evaluation processes; solutions for ID card and passport manufacturing, EMVCo credit card payment, and wireless charging, as well as hardware security evaluating solutions; and a range of 3D printers and its related services. In addition, the company offers logistics and manufacturing site systems; and dies for blow molding machines used for PET bottle manufacturing, leak testers, ultrasonic defoamers, and various measuring equipment. Further, the company manufactures and sells preforms for heat-resistant PET bottles used in beverages; PET bottles for aseptic filling; and PET bottles for cooking oils, PE caps, and other items. Altech Co., Ltd. was incorporated in 1976 and is headquartered in Tokyo, Japan.",457.0,4034451456.0,JPY,JPX,293.0,289.0,yfinance,2025-10-24
9969,"Shokubun Co., Ltd.",SHOKUBUN CO LTD,Consumer Cyclical,Restaurants,Japan,https://www.shokubun.co.jp,"Shokubun Co., Ltd. engages in the planning, development, and home delivery of household ingredients. It also delivers nutrition lunch boxes and special sale gift products. In addition, the company is involved in research and development, and management guidance of preventive and therapeutic foods for lifestyle-related diseases; food inspection and scientific analysis of nutritional value; manufacture, processing, and sale of livestock products, marine products, alcoholic beverages, seasonings, confectionery, etc.; provision of hospital meals; business management of employee cafeterias, restaurants, etc.; and non-life insurance agency and business related to recruitment of life insurance, as well as other business. Shokubun Co., Ltd. was incorporated in 1977 and is based in Nagoya, Japan.",326.0,3849769728.0,JPY,JPX,251.0,249.0,yfinance,2025-10-24
9962,MISUMI Group Inc.,MISUMI GROUP INC,Industrials,Tools & Accessories,Japan,https://www.misumi.co.jp,"MISUMI Group Inc., together with its subsidiaries, engages in the factory automation, die components, and VONA businesses in Japan, China, rest of Asia, the United States, Europe, and internationally. It operates in three segments: Factory Automation (FA) Business, Die Components Business, and Variation & One-stop by New Alliance (VONA) Business. The company offers standardized mechanical components, including shafts, timing pulleys, linear bushings, flat belt conveyors, set collars, locating pins, gears, and couplings; and locator devices and measurement equipment comprising automatic stage units, actuators, optical measurement devices, and optical experimental equipment. It also provides standardized metal press and plastic mold components, such as punches, button dies, ejector pins, and sprue bushings. In addition, the company distributes mechanical components, including sensors and switches, pipe fittings, and castors, as well as screws, bolts, and nuts; connectors, switches, cables, and transformers; end mills, hexagonal wrenches, milling chips, and calipers; and carts, work gloves, and parts cleaners, as well as laboratory equipment and supplies. It sells its products under the MISUMI and third-party brands through online sales. MISUMI Group Inc. was incorporated in 1963 and is headquartered in Chiyoda, Japan.",11064.0,653976993792.0,JPY,JPX,2405.0,2371.0,yfinance,2025-10-24
9960,Totech Corporation,TOTECH CORP,Technology,Electronic Components,Japan,https://www.totech.co.jp,"Totech Corporation engages in the sale of air conditioning equipment in Japan. The company is involved in the design, installation, maintenance, and repair of automatic control systems. It also offers the installation of electric devices, as well as linking the control of various environmental systems and streamlining operations. The company is also involved in low voltage electrical facilities, such as automatic control systems, access control systems, and surveillance cameras; the sale of HVAC systems, automatic control and monitoring facilities, energy-related equipment, and refrigeration and freezing equipment; maintenance, repair, and renewal of various facilities and equipment; designing, installing, maintaining, repairing, and offering proposals for the renewal of automatic control systems and central monitoring systems; and instrumentation work and maintenance business. Totech Corporation was incorporated in 1955 and is headquartered in Tokyo, Japan.",2679.0,130461745152.0,JPY,JPX,3170.0,3175.0,yfinance,2025-10-24
9959,"Aseed Holdings Co.,Ltd.",ASEED HOLDINGS,Consumer Defensive,Beverages - Non-Alcoholic,Japan,https://www.aseed-hd.co.jp,"Aseed Holdings Co.,Ltd. operates in the vending machine operations and retail business in Japan. The company operates, manages, and maintains vending machines for beverages and soft drinks to offices, factories, schools, hospitals, amusement centers, and sports facilities, as well as it provides full-line vending machines and cafe bars. It also manufactures canned coffee, tea, carbonated beverages, canned chuhai, cocktails, alcoholic beverages, and soft pouch beverages, and other PET bottle beverages; and provides contract manufacturing services. In addition, the company offers non-alcoholic sparkling wine, highball, and other soft drinks under the ASEED brand. Further, it develops and leases office buildings and commercial facilities, as well as it provides logistics services. The company was incorporated in 1972 and is headquartered in Fukuyama, Japan.",751.0,8566667264.0,JPY,JPX,696.0,699.0,yfinance,2025-10-24
9956,"Valor Holdings Co., Ltd.",VALOR HOLDINGS CO LTD,Consumer Cyclical,Department Stores,Japan,https://valorholdings.co.jp,"Valor Holdings Co., Ltd. operates supermarkets and home centers in Japan. The company operates drug stores, delicatessen, home centers, sports clubs, and pet shops. It also engages in the agricultural production, food manufacturing and processing, logistics, material procurement, security and maintenance, and cleaning activities. Valor Holdings Co., Ltd. was incorporated in 1958 and is headquartered in Tajimi, Japan.",10537.0,153267257344.0,JPY,JPX,2910.0,2942.0,yfinance,2025-10-24
9955,"The Yonkyu Co.,Ltd.",YONKYU CO LTD,Consumer Defensive,Farm Products,Japan,https://www.yonkyu.co.jp,"The Yonkyu Co.,Ltd., together with its subsidiaries, operates in the fishery industry in Japan. It operates through the Fresh Fish Sales Business, Food and Feed Sales Business, and Other segments. The company engages in the sale of sea bream, yellowtail, and amberjack; artificial hatching of fish primarily red sea breams; raising, processing, and shipping of pacific bluefin tuna; and eel farming business. It also sells live feed, mixed feed, moist pellets. In addition, the company is involved in the general freight transportation business. The Yonkyu Co.,Ltd. was founded in 1961 and is headquartered in Uwajima, Japan.",135.0,33300328448.0,JPY,JPX,2720.0,2700.0,yfinance,2025-10-24
9950,"Hachi-Ban Co., Ltd.",HACHI-BAN CO,Consumer Cyclical,Restaurants,Japan,https://www.hachiban.co.jp,"Hachi-Ban Co., Ltd. engages in the restaurant management business in Japan and internationally. The company also produces and sells food products, soups, and extracts; wholesales food for commercial use; and sells, imports, and exports food, seasonings, and ingredients. In addition, it is involved in the restaurant franchise and property letting business. Hachi-Ban Co., Ltd. was founded in 1967 and is headquartered in Kanazawa, Japan.",167.0,10097632256.0,JPY,JPX,3435.0,3420.0,yfinance,2025-10-24
9948,ARCS Company Limited,ARCS COMPANY LIMITED,Consumer Cyclical,Department Stores,Japan,https://www.arcs-g.co.jp,"ARCS Company Limited, together with its subsidiaries, engages in retail business and related operations in Japan. The company operates 10 community-based food supermarkets and other general retail store chains. It is also involved in home improvement, building maintenance, insurance, resource environment, and travel businesses. The company was incorporated in 1961 and is headquartered in Sapporo, Japan.",5663.0,172737609728.0,JPY,JPX,3200.0,3265.0,yfinance,2025-10-24
9946,"MINISTOP Co., Ltd.",MINISTOP CO LTD,Consumer Defensive,Grocery Stores,Japan,https://www.ministop.co.jp,"MINISTOP Co., Ltd. engages in the development and franchising of convenience store chains under the MINISTOP brand name in Japan and internationally. MINISTOP Co., Ltd. was incorporated in 1980 and is headquartered in Chiba, Japan.",1527.0,59118751744.0,JPY,JPX,2038.0,2041.0,yfinance,2025-10-24
9941,"Taiyo Bussan Kaisha,Ltd.",TAIYO BUSSAN KAISHA,Consumer Defensive,Food Distribution,Japan,https://www.taiyo-bussan.co.jp,"Taiyo Bussan Kaisha,Ltd. engages in trading food products. The company's food products include beef, chicken, mutton, and duck and rabbit meat; processed meat products, processed foods, and marine products; and pork. It also trades in buckwheat, soybeans, rapeseeds, soybeans meal, wheat, peanuts, mung beans, vegetables and fruits, chemicals, materials for raw chemicals, supplements, automobile parts, and industrial machine parts. Taiyo Bussan Kaisha,Ltd. was founded in 1936 and is headquartered in Tokyo, Japan.",31.0,1413191168.0,JPY,JPX,731.0,730.0,yfinance,2025-10-24
9936,Ohsho Food Service Corp.,OHSHO FOOD SERVICE CORP,Consumer Cyclical,Restaurants,Japan,https://www.ohsho.co.jp,"Ohsho Food Service Corp. operates and franchises a chain of Chinese restaurants under the Gyoza no OHSHO brand name in Japan. Its restaurants offer various food products, including pan fried pork, dumplings, ginger Gyoza with no garlic, Gyoza with extra garlic, pork fried rice, omelet on fried rice, soups, desserts, chicken fillet, and ramen. Ohsho Food Service Corp. was founded in 1967 and is headquartered in Kyoto, Japan.",2370.0,180208156672.0,JPY,JPX,3445.0,3475.0,yfinance,2025-10-24
9934,"Inaba Denki Sangyo Co.,Ltd.",INABA DENKISANGYO CO,Industrials,Electrical Equipment & Parts,Japan,https://www.inaba.co.jp,"Inaba Denki Sangyo Co.,Ltd., together with its subsidiaries, sells electrical equipment and materials, industrial automation, and proprietary products in Japan and internationally. It supplies a range of products, including light fitting; air conditioning systems; distribution panels; other electric equipment, such as power sockets and wiring accessories; other electrical materials for buildings comprising houses, office buildings, and public facilities; and environmentally friendly products, which include solar photovoltaic systems and LED light fittings, as well as plans and sells JAPPY brand products. The company also offers sensors; switches; relays; other control units; combinations of LCD devices; connectors; condensers; and other electrical components. In addition, it develops pipe covers, insulated copper tubes, and other products for air conditioners under the INABA DENKO brand; multimedia-compatible wiring systems for newly built digital age residences under the ABANIACT brand; and provides LED status indicating lights, sound alarms, and visual and audible communication network systems and solutions under the PATLITE brand. The company was founded in 1938 and is headquartered in Osaka, Japan.",2184.0,240418865152.0,JPY,JPX,4282.0,4263.0,yfinance,2025-10-24
9932,"Sugimoto & Co., Ltd.",SUGIMOTO & CO,Industrials,Industrial Distribution,Japan,https://www.sugi-net.co.jp,"Sugimoto & Co., Ltd. engages in the sale, import, and export of machinery and apparatus in Japan and internationally. The company also offers measuring instruments; tester cutting tools; machine tools; pneumatic tools; hydraulic/pneumatic equipment; electric tools; power transmission parts; work tools; pipework equipment; and OA equipment. In addition, it provides environmental and surveying instruments; conduction and drive equipment; plumbing equipment; electrical and electronic components; environmental and physical chemistry products; packing materials; optical and scientific instruments; work machinery and equipment; tools; transportation, logistics, cargo handling, and storage equipment; grinding wheels and rivets; chemical products; safety equipment and protective gear; and housing, office automation, and research supplies. Sugimoto & Co., Ltd. was founded in 1921 and is headquartered in Osaka, Japan.",574.0,35519934464.0,JPY,JPX,1990.0,1989.0,yfinance,2025-10-24
9930,"Kitazawa Sangyo Co., Ltd.",KITAZAWA SANGYO CO,Industrials,Specialty Industrial Machinery,Japan,https://www.kitazawasangyo.co.jp,"Kitazawa Sangyo Co., Ltd. sells food processing machinery and cooking equipment in Japan. It operates through Commercial kitchen related business and Real estate leasing business segments. The company is also involved in the sale of confectionery and bakery equipment; design, manufacture, and sale of kitchen equipment, freezing/refrigeration equipment, and food processing equipment; and inspection, maintenance, and repair of kitchen equipment. In addition, it engages in the design and construction of hotels and restaurant kitchens, as well as lunch facilities in hospitals, schools, etc.; and sale of commercial furniture. Kitazawa Sangyo Co., Ltd. was incorporated in 1951 and is headquartered in Shibuya, Japan.",400.0,6766731776.0,JPY,JPX,364.0,365.0,yfinance,2025-10-24
9929,"Heiwa Paper Co.,Ltd.",HEIWA PAPER CO LTD,Basic Materials,Paper & Paper Products,Japan,https://www.heiwapaper.co.jp,"Heiwa Paper Co.,Ltd. engages in paper trading activities in Japan and internationally. The company imports, develops, sells, and exports specialty papers, high-grade papers, industrial papers, and other paper materials. It also provides fancy papers, fine boards, printing papers, and basic papers; and engages in the development and commercialization of paper products. The company was incorporated in 1946 and is headquartered in Tokyo, Japan.",192.0,4218946816.0,JPY,JPX,446.0,446.0,yfinance,2025-10-24
9928,"Miroku Jyoho Service Co., Ltd.",MIROKU JYOHO SERVICE CO,Technology,Software - Application,Japan,https://www.mjs.co.jp,"Miroku Jyoho Service Co., Ltd. provides systems and solutions to tax accounting and CPA firms, and their client companies, and small/mid-sized companies in Japan. The company is involved in development of computer systems and application software; planning and development of industry-specific and process-specific application  software; consulting from ERP deployment to development, operation and instructional guidance; and providing education and training, and support for business succession and revitalization for small enterprises. It also engages in organizational and HR diagnostics; organizational and HR consulting; HR flow services; improving efficiency of store cash management and distribution; providing contract management, invoicing-related clerical services outsourcing, media and advertising agency, experience management services, business development and market analysis consulting, and individual credit purchasing agency services; digital marketing support business; and DX platform business. In addition, the company is involved in human resources consulting on corporate digitization and DX conversion; Providing semi-order type DX human resource development programs, experiential IT education programs, opportunities for dialogue between companies in the same industry and management, and privacy mark acquisition support; and video production using AI voice, as well as BizMagic related business. The company was incorporated in 1977 and is headquartered in Tokyo, Japan.",2242.0,54354898944.0,JPY,JPX,1815.0,1820.0,yfinance,2025-10-24
9927,"Watt Mann Co., Ltd.",WATT MANN CO,Consumer Cyclical,Specialty Retail,Japan,https://www.wattmann.co.jp,"Watt Mann Co., Ltd. engages in the operation of a chain of retail stores that offer reused products in Japan. The company purchases and sells digital home appliances, such as personal computers, smartphones, TVs, audio, and cameras; household appliances comprising microwave ovens, refrigerators, and washing machines; and hobby products, including musical instruments, hobbies, and bicycles. It also deals in household goods, including tableware, gifts, interiors goods, and cash vouchers; children's products; outdoor and sports products; and clothes, bags, shoes, and accessories, as well as high-priced items, such as branded items and precious metals. In addition, the company sells books, CDs/DVDs, game consoles, and game software through franchise stores. It also offers products online. Watt Mann Co., Ltd. was incorporated in 1967 and is headquartered in Yokohama, Japan.",141.0,6544266240.0,JPY,JPX,748.0,745.0,yfinance,2025-10-24
9914,"Uematsu Shokai Co.,Ltd.",UEMATSU SHOKAI CO,Industrials,Industrial Distribution,Japan,https://www.uem-net.co.jp,"Uematsu Shokai Co.,Ltd., a trading company, provides machine tools and industrial machinery in Japan. The company offers metal machine tools, forging machines, automatic programming, and can and steel making frame machines. It also provides cutting tool, work tool, measuring tool, touring work equipment, power tool, and air tool; industrial machinery prime movers, hydraulic and pneumatic equipment, compressors, labor-saving and rationalization equipment, cargo handling and transport equipment, welding machines, and pipework equipment; plumbing equipment, environmental improvement equipment, ME equipment, chemical product, and construction machinery; and transmission equipment bearing, transmission machine, transmission supply, transmission/reduction gear, etc. It offers steel material, QA equipment, food related equipment, and home appliance, as well as seasonal product. The company was incorporated in 1955 and is headquartered in Sendai, Japan.",76.0,2163666944.0,JPY,JPX,965.0,965.0,yfinance,2025-10-24
9913,Nippo Ltd.,NIPPO LTD,Technology,Electronic Components,Japan,https://www.nip.co.jp,"Nippo Ltd., together with its subsidiaries, manufactures and trades in industrial materials and plastic molded product in Japan and internationally. The company operates through three segments: Electronics, Mobility, and Medical/Precision Equipment. The Electronics segment offers solid and liquid plastic materials, such as semiconductor sealants, polyimide plastic, heat-radiating plastic, and adhesives; functional films, which include dicing films, die attach films, anistropic conduction films, and temporary fastening tape; PCB materials, photosensitive dry films, and solder materials; oxygen and moisture free packaging materials; and jigs and tools, such as inspection parts, wafer grinding carriers, vespel polyimide materials, teflon coatings, and various metal surface treatments. This segment also offers foamed thermal insulation for piping, plastic three-way valves, and joints, insulating materials, ion-exchange resins, assembled units, IC cards and tags, and radio-frequency identification devices. The Medical/Precision Equipment segment offers disposable products, such as waste fluid bag units and drug administration units; medical device components; cupsaneler waste box for urine sample cups; and precision components for printers, wristwatches, and instant cameras. The Mobility segment offers power train components, body system components, electrical system components, aluminum casting, machined metal parts, processed plastic parts, and surface treatments for automakers and automobile parts makers. It also operates contracted design, products for trucks, and products for plastic models. Nippo Ltd. was founded in 1940 and is headquartered in Nagoya, Japan.",2833.0,24614481920.0,JPY,JPX,2728.0,2735.0,yfinance,2025-10-24
